iter "mejor iteracion actual" "mejor encontrado"
0 388 388
1 391 391
2 391 391
3 401 401
4 401 401
5 401 401
6 401 401
7 401 401
8 401 401
9 401 401
10 401 401
11 401 401
12 401 401
13 401 401
14 401 401
15 401 401
16 401 401
17 401 401
18 401 401
19 401 401
20 401 401
21 401 401
22 401 401
23 401 401
24 401 401
25 401 401
26 401 401
27 401 401
28 401 401
29 401 401
30 401 401
31 401 401
32 401 401
33 401 401
34 401 401
35 401 401
36 401 401
37 401 401
38 401 401
39 401 401
40 401 401
41 401 401
42 401 401
43 401 401
44 401 401
45 401 401
46 401 401
47 401 401
48 401 401
49 401 401
50 401 401
51 401 401
52 401 401
53 401 401
54 401 401
55 401 401
56 401 401
57 401 401
58 401 401
59 401 401
60 401 401
61 401 401
62 401 401
63 401 401
64 401 401
65 401 401
66 401 401
67 401 401
68 401 401
69 401 401
70 401 401
71 401 401
72 401 401
73 401 401
74 401 401
75 401 401
76 401 401
77 401 401
78 401 401
79 401 401
80 401 401
81 401 401
82 401 401
83 401 401
84 401 401
85 401 401
86 401 401
87 401 401
88 401 401
89 401 401
90 401 401
91 401 401
92 401 401
93 401 401
94 401 401
95 401 401
96 401 401
97 401 401
98 401 401
99 401 401
100 401 401
101 401 401
102 401 401
103 401 401
104 401 401
105 401 401
106 401 401
107 401 401
108 401 401
109 401 401
110 401 401
111 401 401
112 401 401
113 401 401
114 401 401
115 401 401
116 401 401
117 401 401
118 401 401
119 401 401
120 401 401
121 401 401
122 401 401
123 401 401
124 401 401
125 401 401
126 401 401
127 401 401
128 401 401
129 401 401
130 401 401
131 401 401
132 401 401
133 401 401
134 401 401
135 401 401
136 401 401
137 401 401
138 401 401
139 401 401
140 401 401
141 401 401
142 401 401
143 401 401
144 401 401
145 401 401
146 401 401
147 401 401
148 401 401
149 401 401
150 401 401
151 401 401
152 401 401
153 401 401
154 401 401
155 401 401
156 401 401
157 401 401
158 401 401
159 401 401
160 401 401
161 401 401
162 401 401
163 401 401
164 401 401
165 401 401
166 401 401
167 401 401
168 401 401
169 401 401
170 401 401
171 401 401
172 401 401
173 401 401
174 401 401
175 401 401
176 401 401
177 401 401
178 401 401
179 401 401
180 401 401
181 401 401
182 401 401
183 401 401
184 401 401
185 401 401
186 401 401
187 401 401
188 401 401
189 401 401
190 401 401
191 401 401
192 401 401
193 401 401
194 401 401
195 401 401
196 401 401
197 401 401
198 401 401
199 401 401
200 401 401
201 401 401
202 401 401
203 401 401
204 401 401
205 401 401
206 401 401
207 401 401
208 401 401
209 401 401
210 401 401
211 401 401
