iter "mejor iteracion actual" "mejor encontrado"
0 439 439
1 442 442
2 436 442
3 440 442
4 440 442
5 443 443
6 438 443
7 438 443
8 441 443
9 443 443
10 438 443
11 442 443
12 439 443
13 439 443
14 442 443
15 438 443
16 434 443
17 439 443
18 439 443
19 439 443
20 441 443
21 439 443
22 437 443
23 439 443
24 440 443
25 440 443
26 439 443
27 438 443
28 437 443
29 441 443
30 439 443
31 436 443
32 441 443
33 437 443
34 434 443
35 441 443
36 443 443
37 441 443
38 438 443
39 439 443
40 440 443
41 436 443
42 433 443
43 436 443
44 439 443
45 438 443
46 441 443
47 440 443
48 441 443
49 438 443
50 441 443
51 441 443
52 439 443
53 439 443
54 439 443
55 439 443
56 435 443
57 438 443
58 442 443
59 440 443
60 441 443
61 433 443
62 436 443
63 444 444
64 439 444
65 439 444
66 437 444
67 439 444
68 438 444
69 441 444
70 438 444
71 444 444
72 439 444
73 432 444
74 442 444
75 443 444
76 439 444
77 432 444
78 441 444
