iter "mejor iteracion actual" "mejor encontrado"
0 379 379
1 382 382
2 383 383
3 384 384
4 385 385
5 385 385
6 385 385
7 383 385
8 384 385
9 384 385
10 384 385
11 385 385
12 385 385
13 385 385
14 385 385
15 385 385
16 382 385
17 384 385
18 389 389
19 389 389
20 392 392
21 393 393
22 393 393
23 391 393
24 390 393
25 385 393
26 382 393
27 383 393
28 383 393
29 382 393
30 383 393
31 381 393
32 383 393
33 382 393
34 383 393
35 386 393
36 384 393
37 382 393
38 379 393
39 382 393
40 384 393
41 389 393
42 389 393
43 390 393
44 390 393
45 390 393
46 390 393
47 388 393
48 390 393
49 388 393
50 388 393
51 388 393
52 389 393
53 390 393
54 389 393
55 392 393
56 391 393
57 391 393
58 392 393
59 391 393
60 391 393
61 390 393
62 390 393
63 390 393
64 390 393
65 392 393
66 395 395
67 395 395
68 395 395
69 395 395
70 395 395
71 392 395
72 393 395
73 394 395
74 394 395
75 395 395
76 399 399
77 399 399
78 400 400
79 400 400
80 400 400
81 402 402
82 401 402
83 402 402
84 403 403
85 404 404
86 404 404
87 404 404
88 403 404
89 400 404
90 398 404
91 396 404
92 396 404
93 398 404
94 401 404
95 399 404
96 400 404
97 400 404
98 397 404
99 395 404
100 396 404
101 393 404
102 393 404
103 397 404
104 398 404
105 398 404
106 399 404
107 399 404
108 396 404
109 395 404
110 396 404
111 394 404
112 396 404
113 398 404
114 399 404
115 399 404
116 399 404
117 397 404
118 395 404
119 398 404
120 398 404
121 398 404
122 397 404
123 397 404
124 401 404
125 403 404
126 403 404
127 400 404
128 401 404
129 403 404
130 406 406
131 406 406
132 408 408
133 408 408
134 406 408
135 405 408
136 404 408
137 404 408
138 404 408
139 401 408
140 401 408
141 401 408
142 401 408
143 401 408
144 401 408
145 403 408
146 401 408
147 401 408
148 404 408
149 404 408
150 405 408
151 405 408
152 406 408
153 407 408
154 410 410
155 412 412
156 412 412
157 412 412
158 413 413
159 411 413
160 409 413
161 408 413
162 409 413
163 406 413
164 407 413
165 407 413
166 409 413
167 411 413
168 411 413
169 412 413
170 416 416
171 416 416
172 416 416
173 415 416
174 415 416
175 413 416
176 412 416
177 411 416
178 410 416
179 409 416
180 410 416
181 412 416
182 412 416
183 413 416
184 414 416
185 414 416
186 415 416
187 413 416
188 413 416
189 413 416
190 415 416
191 415 416
192 415 416
193 415 416
194 415 416
195 415 416
196 415 416
197 415 416
198 415 416
199 417 417
200 419 419
201 419 419
202 419 419
203 417 419
204 411 419
205 410 419
206 408 419
207 408 419
208 408 419
209 407 419
210 406 419
211 406 419
212 406 419
213 408 419
214 408 419
215 406 419
216 406 419
217 408 419
218 409 419
219 409 419
220 410 419
221 410 419
222 409 419
223 409 419
224 409 419
225 408 419
226 407 419
227 406 419
228 406 419
229 406 419
230 406 419
231 406 419
232 407 419
233 406 419
234 407 419
235 407 419
236 409 419
237 411 419
238 409 419
239 409 419
240 411 419
241 411 419
242 411 419
243 411 419
244 411 419
245 411 419
246 411 419
